id_tramite,nombre_tramite,organo_rector,fecha_publicacion_produccion,marca_arancelado,link_de_acceso,validador_identidad
1363,Inscripción de transferencia de permisos de pesca/ reformulación de proyectos de pesca ante el Registro de la Pesca,Ministerio de Economía,2017-09-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1363,"Mi argentina,AFIP"
1364,Solicitud de permisos de pesca de gran altura,Ministerio de Economía,2017-09-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1364,"Mi argentina,AFIP"
1366,Cambio de titularidad de buques con permisos de pesca vigente y de CITC en caso que el buque cuente con esta última,Ministerio de Economía,2017-09-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1366,"Mi argentina,AFIP"
1367,Solicitud de certificado del artículo 23 de la Resolución CFP 01/13,Ministerio de Economía,2017-09-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1367,"Mi argentina,AFIP"
1368,SAS Libros digitales,Ministerio de Justicia,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1368,"Mi argentina,AFIP"
1369,Inscripción como planta de almacenaje de metanol,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1369,"Mi argentina,AFIP"
1370,Inscripción como manipulador de alcoholes etílicos desnaturalizados para carburantes,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1370,"Mi argentina,AFIP"
1371,Registro de mano de obra empleada según Resolución SAGYP N° 39/14,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1371,"Mi argentina,AFIP"
1372,Inscripción como fraccionador/comerciante de metanol,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1372,"Mi argentina,AFIP"
1373,Inscripción como manipulador de alcohol etílico,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1373,"Mi argentina,AFIP"
1375,Inscripción como fabricante de metanol,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1375,"Mi argentina,AFIP"
1376,Inscripción como destilador del alcohol etílico,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1376,"Mi argentina,AFIP"
1377,Inscripción como fraccionador/comerciante de alcohol etílico,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1377,"Mi argentina,AFIP"
1378,Fraccionador de Alcohol Etílico Desnaturalizado uso Doméstico,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1378,"Mi argentina,AFIP"
1379,Documento de Captura y Exportación Dissostichus - Merluza Negra,Ministerio de Economía,2017-09-05,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1379,"Mi argentina,AFIP"
1380,Inscripción como anhidradora,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1380,"Mi argentina,AFIP"
1381,Certificado de captura legal,Ministerio de Economía,2017-09-05,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1381,"Mi argentina,AFIP"
1382,Inscripción como planta de almacenaje de alcohol etílico,Ministerio de Economía,2017-09-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1382,"Mi argentina,AFIP"
1385,Solicitud de Certificado de Importación de Insumos para investigación científico/tecnológico (ROECyT),Jefatura de Gabinete de Ministros,2017-09-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1385,"Mi argentina,AFIP"
1389,PAC Emprendedores - Aplicación al Programa,Ministerio de Economía,2017-09-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1389,"Mi argentina,AFIP"
1392,Categorización MIPYME - Baja voluntaria del registro,Ministerio de Economía,2017-09-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1392,"Mi argentina,AFIP"
1393,RICE Inversores Indirectos – Renovación / Actualización,Ministerio de Economía,2017-09-08,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1393,"Mi argentina,AFIP"
1394,PLN- Sesión Informativa del Jefe de Gabinete de Ministros (ART 101 CN),Jefatura de Gabinete de Ministros,2017-09-12,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1394,"Mi argentina,AFIP"
1395,SAS - Comunicación de manifestación,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1395,"Mi argentina,AFIP"
1396,SAS - Apertura/cierre de sucursal en jurisdicción provincial por una sociedad domiciliada en jurisdicción de CABA,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1396,"Mi argentina,AFIP"
1397,SAS - Cancelación sin liquidación por inactividad,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1397,"Mi argentina,AFIP"
1398,SAS - Liquidación y cancelación registral,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1398,"Mi argentina,AFIP"
1399,SAS - Traslado del domicilio social / Cancelación registral,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1399,"Mi argentina,AFIP"
1400,SAS - Emisión / Modificación / Cancelación de obligaciones negociables / Debentures,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1400,"Mi argentina,AFIP"
1401,SAS - Aprobación de texto ordenado de estatuto,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1401,"Mi argentina,AFIP"
1402,SAS - Transformación de SAS a otro tipo,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1402,"Mi argentina,AFIP"
1403,"SAS - Disolución/nombramiento del liquidador, liquidación y cancelación registral",Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1403,"Mi argentina,AFIP"
1404,SAS - Disolución y nombramiento de liquidador,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1404,"Mi argentina,AFIP"
1405,SAS - Transformación a Sociedades por Acciones Simplificadas (SAS),Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1405,"Mi argentina,AFIP"
1406,SAS - Solicitud de Renuncia (Art. 125 y 128 RG I.G.J. 7/15),Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1406,"Mi argentina,AFIP"
1407,SAS - Apertura/cierre de sucursal en CABA por una sociedad domiciliada en jurisdicción provincial,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1407,"Mi argentina,AFIP"
1408,SAS - Traslado del domicilio social de provincia a jurisdicción de CABA,Ministerio de Justicia,2017-09-13,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1408,"Mi argentina,AFIP"
1409,Solicitud de Nota de No Intervención para Establecimientos fuera de la competencia de la DVSSCE,Ministerio de Salud,2017-09-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1409,"Mi argentina,AFIP"
1410,Presentación de Planilla de Oficialización de Importación/Exportación de Sustancias Sujetas a Control Especial,Ministerio de Salud,2017-09-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1410,"Mi argentina,AFIP"
1411,Presentación de Planilla de Previsión Anual para Precursores Químicos: Estimaciones de las cantidades de sustancia a utilizar en el año que se informa,Ministerio de Salud,2017-09-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1411,"Mi argentina,AFIP"
1412,Planilla Trimestral de Movimientos de Stock para Precursores Químicos,Ministerio de Salud,2017-09-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1412,"Mi argentina,AFIP"
1413,Solicitud de Certificado de No Objeción de Importación de Sustancias Sujetas a Control Especial,Ministerio de Salud,2017-09-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1413,"Mi argentina,AFIP"
1414,Solicitud de análisis obligatorio dextrometorfano según Resolución AFIP 3891/2016,Ministerio de Salud,2017-09-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1414,"Mi argentina,AFIP"
1415,SAS - Actualización de Sociedades por Acciones Simplificadas,Ministerio de Justicia,2017-09-14,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1415,"Mi argentina,AFIP"
1416,Impugnación de Certificado ROECyT,Jefatura de Gabinete de Ministros,2017-09-15,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1416,"Mi argentina,AFIP"
1421,Solicitud de asignación de Código de Punto de Señalización Nacional,Jefatura de Gabinete de Ministros,2017-09-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1421,"Mi argentina,AFIP"
1422,Solicitud de asignación de Código de Punto de Señalización Internacional,Jefatura de Gabinete de Ministros,2017-09-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1422,"Mi argentina,AFIP"
1423,PAC Emprendedores – Solicitudes de Anticipos / Rendiciones,Ministerio de Economía,2017-09-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1423,"Mi argentina,AFIP"
1424,PAC Emprendedores - Solicitudes de Modificaciones,Ministerio de Economía,2017-09-21,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1424,"Mi argentina,AFIP"
1430,RICE Instituciones de Capital Emprendedor – Renovación / Actualización,Ministerio de Economía,2017-09-26,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1430,"Mi argentina,AFIP"
1431,RICE Instituciones de Capital Emprendedor – Inscripción,Ministerio de Economía,2017-09-26,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1431,"Mi argentina,AFIP"
1432,RICE Instituciones de Capital Emprendedor – Modificación de Información,Ministerio de Economía,2017-09-26,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1432,"Mi argentina,AFIP"
1433,RICE Inversores Indirectos – Inscripción,Ministerio de Economía,2017-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1433,"Mi argentina,AFIP"
1434,RICE Inversores Indirectos – Modificación de Información,Ministerio de Economía,2017-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1434,"Mi argentina,AFIP"
1435,RICE Inversores Directos – Renovación / Actualización,Ministerio de Economía,2017-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1435,"Mi argentina,AFIP"
1436,RICE Inversores Directos – Inscripción,Ministerio de Economía,2017-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1436,"Mi argentina,AFIP"
1437,RICE Inversores Directos - Modificación de Información,Ministerio de Economía,2017-09-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1437,"Mi argentina,AFIP"
1441,Transporte de Carga Internacional – Empresas Argentinas – Solicitud de permiso nuevo / Renovación / Complementación,Ministerio de Economía,2017-09-29,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1441,"Mi argentina,AFIP"
1442,Transporte de Carga Internacional – Empresas Extranjeras – Solicitud de permiso complementario nuevo / Renovación,Ministerio de Economía,2017-09-29,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1442,"Mi argentina,AFIP"
1444,Transporte de Carga Internacional – Trámites posteriores al otorgamiento del permiso (Empresas Argentinas),Ministerio de Economía,2017-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1444,"Mi argentina,AFIP"
1445,PLN - Pedido de Subsanación de Notificación TAD,Jefatura de Gabinete de Ministros,2017-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1445,"Mi argentina,AFIP"
1446,PLN - Remisiones Varias – Notas,Jefatura de Gabinete de Ministros,2017-10-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1446,"Mi argentina,AFIP"
1447,Alta como empresa de servicios eventuales,Ministerio de Capital Humano,2017-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1447,"Mi argentina,AFIP"
1448,Reajuste anual empresa de servicios eventuales,Ministerio de Capital Humano,2017-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1448,"Mi argentina,AFIP"
1449,Movimiento Transfronterizo de Muestras,Jefatura de Gabinete de Ministros,2017-10-04,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1449,"Mi argentina,AFIP"
1450,"Inscripción de Bodega, Fábrica de Mostos, Fábrica de Vinos Espumantes, Fábrica de Otros Productos ( Cóctel, Vino Gasificado), Plantas de Fraccionamiento",Ministerio de Economía,2017-10-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1450,"Mi argentina,AFIP"
1451,Unificación de viñedos,Ministerio de Economía,2017-10-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1451,"Mi argentina,AFIP"
1452,Inscripción de Viñedos,Ministerio de Economía,2017-10-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1452,"Mi argentina,AFIP"
1453,Inscripción como manipulador de metanol,Ministerio de Economía,2017-10-05,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1453,"Mi argentina,AFIP"
1454,Permiso de Carga Nacional a Tierra del Fuego,Ministerio de Economía,2017-10-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1454,"Mi argentina,AFIP"
1455,Transporte de Carga Internacional – Permiso Ocasional,Ministerio de Economía,2017-10-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1455,"Mi argentina,AFIP"
1456,Solicitud de baja de la propiedad de cultivares,Ministerio de Economía,2017-10-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1456,"Mi argentina,AFIP"
1457,Transferencia de la propiedad de cultivares,Ministerio de Economía,2017-10-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1457,"Mi argentina,AFIP"
1458,Aviso de importación/exportación temporal realizada. Restos paleontológicos,Jefatura de Gabinete de Ministros,2017-10-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1458,"Mi argentina,AFIP"
1459,Importación de restos paleontológicos,Jefatura de Gabinete de Ministros,2017-10-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1459,"Mi argentina,AFIP"
1460,Exportación de restos paleontológicos,Jefatura de Gabinete de Ministros,2017-10-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1460,"Mi argentina,AFIP"
1461,Prórroga/renovación de exportación /importación de restos paleontológicos,Jefatura de Gabinete de Ministros,2017-10-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1461,"Mi argentina,AFIP"
1469,PAC Conglomerado - Solicitudes de desembolso/rendiciones,Ministerio de Economía,2017-10-12,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1469,"Mi argentina,AFIP"
1475,PAC Conglomerado - Implementación,Ministerio de Economía,2017-10-12,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1475,"Mi argentina,AFIP"
1476,PAC Conglomerado - Aplicación al programa,Ministerio de Economía,2017-10-12,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1476,"Mi argentina,AFIP"
1489,Solicitud de exportación de Gas licuado de Petróleo (GLP),Ministerio de Economía,2017-10-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1489,"Mi argentina,AFIP"
1490,Solicitud de autorización de exportación de hidrocarburos,Ministerio de Economía,2017-10-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1490,"Mi argentina,AFIP"
1491,Solicitud de autorización de importación de hidrocarburos,Ministerio de Economía,2017-10-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1491,"Mi argentina,AFIP"
1492,Importación por régimen inversiones mineras Artículo 21 - Ley 24.196,Ministerio de Economía,2017-10-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1492,AFIP
1496,Solicitud Certificado Sanitario de Exportación,Ministerio de Salud,2017-10-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1496,"Mi argentina,AFIP"
1498,Registrar envase Riesgo 1 BAJO,Ministerio de Salud,2017-10-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1498,"Mi argentina,AFIP"
1499,Registrar envase Riesgo 2 moderado y alto,Ministerio de Salud,2017-10-13,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1499,"Mi argentina,AFIP"
1500,"Importación Material Radiactivo, Nuclear y Material/Equipos de Interés Nuclear",Secretaría General,2017-10-17,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1500,AFIP
1501,"Exportación material radiactivo, nuclear y Material/Equipos de interés Nuclear",Secretaría General,2017-10-17,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1501,AFIP
1512,Cuota Ovinos y Caprinos a la Unión Europea – Certificación,Ministerio de Economía,2017-10-24,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1512,"Mi argentina,AFIP"
1516,Nacionalización de productos solicitados de una importación temporal,Ministerio de Salud,2017-10-25,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1516,"Mi argentina,AFIP"
1519,Presentación de despacho aduanero para CIBUIH,Ministerio de Economía,2017-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1519,"Mi argentina,AFIP"
1521,"Reconocimiento, registro y protección de una nueva indicación geografica (I.G)",Ministerio de Economía,2017-11-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1521,"Mi argentina,AFIP"
1523,Drawback,Ministerio de Economía,2017-11-02,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1523,"Mi argentina,AFIP"
1524,Régimen de importación de productos para tratamiento y/o proceso de rehabilitación y/o capacitación de personas con discapacidad,Ministerio de Economía,2017-11-03,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1524,"Mi argentina,AFIP"
1531,Inscripción al Registro FOMECA,Jefatura de Gabinete de Ministros,2017-11-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1531,"Mi argentina,AFIP"
1532,"Cambio en la Dirección Técnica de un Establecimiento Farmacéutico, Herboristería o Biomédico",Ministerio de Salud,2017-11-06,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1532,"Mi argentina,AFIP"
1533,"Baja en la dirección técnica de un establecimiento farmacéutico, droguería, herboristería o biomédico",Ministerio de Salud,2017-11-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1533,"Mi argentina,AFIP"
1534,Autorización para Ejercer en Establecimientos de Atención de Salud,Ministerio de Salud,2017-11-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1534,"Mi argentina,AFIP"
1535,Alta y/o Cambio de Farmacéutico Auxiliar,Ministerio de Salud,2017-11-06,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1535,"Mi argentina,AFIP"
1536,Habilitación de Consultorio Médico,Ministerio de Salud,2017-11-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1536,"Mi argentina,AFIP"
1537,Certificado de especialista - Con examen,Ministerio de Salud,2017-11-06,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1537,"Mi argentina,AFIP"
1538,Asesoramiento Laboral para Trabajadores Extranjeros y sus Empleadores,Ministerio de Capital Humano,2017-11-08,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1538,"Mi argentina,AFIP"
1539,Régimen Importación de bienes integrantes de Grandes Proyectos de Inversión,Ministerio de Economía,2017-11-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1539,"Mi argentina,AFIP"
1540,Régimen de Importación de Líneas de Producción Usadas,Ministerio de Economía,2017-11-09,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1540,"Mi argentina,AFIP"
1544,Solicitud de Alta en REX,Ministerio de Economía,2017-11-10,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1544,"Mi argentina,AFIP"
1549,Constancias Técnicas,Ministerio de Economía,2017-11-14,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1549,"Mi argentina,AFIP"
1550,Declaración Jurada Mensual de Ventas al Mercado Interno,Ministerio de Economía,2017-11-14,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1550,"Mi argentina,AFIP"
1552,Solicitud de evaluación externa,Ministerio de Capital Humano,2017-11-17,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1552,"Mi argentina,AFIP"
1554,Ley 27.263 Solicitud de Bono Electrónico Fiscal para los bienes producidos o comprados In House,Ministerio de Economía,2017-11-23,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1554,"Mi argentina,AFIP"
1559,RICE – Solicitud de Beneficio Fiscal Ley 27.349,Ministerio de Economía,2017-11-24,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1559,"Mi argentina,AFIP"
1561,Tierra del Fuego - Dispensa - Información de terceros,Ministerio de Economía,2017-11-27,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1561,"Mi argentina,AFIP"
1562,Dispensa para régimen Tierra del Fuego (Ley 19640),Ministerio de Economía,2017-11-28,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1562,"Mi argentina,AFIP"
1563,Inscripción de usuarios ante el ROECyT,Jefatura de Gabinete de Ministros,2017-11-30,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1563,"Mi argentina,AFIP"
1564,Actualización de usuarios ante el ROECyT,Jefatura de Gabinete de Ministros,2017-11-30,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1564,"Mi argentina,AFIP"
1565,Solicitud de Individualización y Rúbrica de Libros,Ministerio de Justicia,2017-12-01,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1565,"Mi argentina,AFIP"
1566,URGENTE - Solicitud de individualización y Rúbrica de Libros,Ministerio de Justicia,2017-12-01,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1566,"Mi argentina,AFIP"
1567,Pedido de informe de libros rubricados,Ministerio de Justicia,2017-12-01,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1567,"Mi argentina,AFIP"
1568,Rectificación o transferencia de rúbricas,Ministerio de Justicia,2017-12-01,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1568,"Mi argentina,AFIP"
1569,URGENTE - Rectificación o transferencia de rúbricas,Ministerio de Justicia,2017-12-01,ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1569,"Mi argentina,AFIP"
1570,Inscripción al Sello de Buen Diseño Argentino,Ministerio de Economía,2017-12-01,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1570,"Mi argentina,AFIP"
1577,Productor Asesor de Seguros / Aspirantes,Ministerio de Economía,2017-12-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1577,"Mi argentina,AFIP"
1578,Solicitud de Autorización para nuevas Instituciones para el Dictado de Cursos de Operador de Telecomunicaciones,Jefatura de Gabinete de Ministros,2017-12-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1578,"Mi argentina,AFIP"
1579,Registro de Representante Legal en Sistema HERTZ,Jefatura de Gabinete de Ministros,2017-12-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1579,"Mi argentina,AFIP"
1580,Habilitaciones por Instituto Superior de Enseñanza Radiofónica (ISER),Jefatura de Gabinete de Ministros,2017-12-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1580,"Mi argentina,AFIP"
1581,Autorizaciones Radioeléctricas - HERTZ,Jefatura de Gabinete de Ministros,2017-12-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1581,"Mi argentina,AFIP"
1585,"Nuevos Radioaficionados, Radio Clubes e Instituciones Autorizadas - Registro de Datos de Usuario",Jefatura de Gabinete de Ministros,2017-12-07,NO ARANCELADO,https://tramitesadistancia.gob.ar/tramitesadistancia/detalle-tipo?id=1585,"Mi argentina,AFIP"
